DOMAIN,COUNTRYCODE,COUNTRY,PROXYTYPE,PROXYPORT,OVPN_TCP,OVPN_UDP
"al18.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al18.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al18.nordvpn.com.udp1194.ovpn"
"al19.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al19.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al19.nordvpn.com.udp1194.ovpn"
"al20.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al20.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al20.nordvpn.com.udp1194.ovpn"
"al21.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al21.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al21.nordvpn.com.udp1194.ovpn"
"al23.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al23.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al23.nordvpn.com.udp1194.ovpn"
"al24.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al24.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al24.nordvpn.com.udp1194.ovpn"
"al25.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al25.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al25.nordvpn.com.udp1194.ovpn"
"al26.nordvpn.com","al","Albania""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al26.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/al26.nordvpn.com.udp1194.ovpn"
"ar29.nordvpn.com","ar","Argentina""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar29.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar29.nordvpn.com.udp1194.ovpn"
"ar30.nordvpn.com","ar","Argentina""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar30.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar30.nordvpn.com.udp1194.ovpn"
"ar31.nordvpn.com","ar","Argentina""HTTP","1080"."https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar31.nordvpn.com.tcp443.ovpn","https://downloads.nordcdn.com/configs/files/ovpn_legacy/servers/ar31.nordvpn.com.udp1194.ovpn"
